word,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
#am,0.0,1.03350529131135,0.937165488002806,0.0,0.0,0.0,0.0,0.0
#amas,0.0,0.0,0.0,0.0,0.0,0.0,0.946255728159212,0.0
#amazed,0.0,0.0,0.0,0.0,0.0,0.0,1.48434684177709,0.0
#amazement,0.0,0.0,0.0,0.0,0.0,0.0,1.4852522288919,0.0
#amazing,0.0,0.0,0.0,0.0,0.0,0.0,1.48083999355863,0.0
#ambition,0.0,2.01433454432308,0.0,0.0,0.0,0.0,0.0,0.0
#amen,0.0,0.0,0.0,0.0,1.3320358079443,0.0,0.0299649962850574,0.0
#america,0.0,0.0,0.613530398142274,0.755702847331906,0.0,0.0,0.0,0.0
#americanidol,0.0,0.0,0.0,0.0,0.0,0.0,1.24409017207501,0.0
#amman,0.0,0.0,0.0,0.0,1.62928733141223,0.0,0.0,0.0
#amused,0.0,0.0,0.0,0.0,0.0,0.0,1.16679849777336,0.0
#amusing,0.0,0.0,0.0,0.0,0.0,0.0,1.22288796442441,0.0
#amwriting,0.0,0.0,0.0,0.0,0.964311027818983,0.0,0.686744532674128,0.0
#an,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70829821654044
#and,0.624290250963484,0.0,0.0,0.0,0.0,0.0,0.0,0.784890016897418
#angel,0.0,0.0,0.0,0.0,2.07973043480347,0.0,0.0,0.0
#anger,1.422810154138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#angermanagement,1.2963840223256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#angry,1.42712455320492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#angrytweet,1.36092254346317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#angst,0.0,0.0,0.0,0.0,0.0,1.61444629727852,0.0,0.0
#anguish,0.0,0.0,0.0,0.0,0.0,1.61444629727852,0.0,0.0
#animalcruelty,0.0,0.0,1.33020807611241,0.0,0.0,0.0,0.0,0.0
#animals,0.0,0.0,0.791211575379727,0.0,0.0,0.0,0.0,0.0
#anime,0.0,0.0,0.0,0.0,0.0,0.0,1.07978712078373,0.0
#annoyance,1.42685262541957,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#annoyed,1.04572040545969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#annoying,1.42794224935334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#anticipated,0.0,2.22910984596677,0.0,0.0,0.0,0.0,0.0,0.0
#anticipating,0.0,1.76747446639155,0.0,0.971124352552206,0.0,0.0,0.0,0.0
#anticipation,0.0,2.23719817961027,0.0,0.0,0.0,0.0,0.0,0.0
#antsy,0.0,0.0,0.0,1.36416694066181,0.0,0.0,0.0,0.0
#anxiety,0.0,0.0,0.0,1.94944545275672,0.0,0.0,0.0,0.0
#anxietyattack,0.0,0.0,0.0,1.81842221293941,0.0,0.0,0.0,0.0
#anxious,0.0,0.0,0.0,1.95141946507229,0.0,0.0,0.0,0.0
#anyone,0.0,1.43897039941952,0.0,0.0,0.0,0.0,0.0,0.0
#apathy,0.0,0.0,1.33020807611241,0.0,0.0,0.0,0.0,0.0
#apocalypse,0.0,0.0,0.0,1.05813572954184,0.0,0.0,0.473651317213419,0.0
#appalled,0.0,0.0,1.53500248875843,0.0,0.0,0.0,0.0,0.0
#apple,0.736768234390174,0.0779938462839158,0.0,0.0,0.0,0.0,0.0,0.0
#appreciated,0.0,0.0,0.0,0.0,1.91696940386401,0.0,0.0,0.0
#appreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99598028899222
#apprehension,0.0,0.0,0.0,1.95195360556393,0.0,0.0,0.0,0.0
#apprehensive,0.0,0.0,0.0,1.95195360556393,0.0,0.0,0.0,0.0
#arabs,0.0,0.0,0.0,1.95195360556393,0.0,0.0,0.0,0.0
#are,0.117729025983951,0.0,0.557018187878932,0.0,0.0,0.0,0.0,0.0
#areyoukidding,1.02445030684195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#areyoukiddingme,1.0621906348248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#argh,1.16522286072304,0.0,0.0,0.270195031550205,0.0,0.0,0.0,0.0
#arghh,1.17860098666921,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#arghhhh,1.14223334249834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#arguments,1.07324047101139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#aromatherapy,0.0,0.0,0.0,0.0,2.16828383214492,0.0,0.0,0.0
#arrogant,0.603236841765651,0.0,1.04252600366063,0.0,0.0,0.0,0.0,0.0
#arsehole,1.02445030684195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#arseholes,1.2963840223256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#arsenal,0.0085297340189584,0.0,0.314287503289417,0.0,0.5927474713865,0.0,0.0,0.0
#art,0.0,0.0,0.0,0.0,1.47513665158497,0.0,0.0,0.0
#artist,0.0,0.0,0.0,0.0,0.0,0.0,0.792105048331954,0.0
#as,1.14223334249834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#asap,0.0,0.0,0.0,1.25880642500399,0.0,0.0,0.0,0.0
#asd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53497678972491
#ashamed,0.0,0.0,1.42201562536554,0.0,0.0,0.0,0.0,0.0
#ashdod,0.0,0.0,0.0,1.95195360556393,0.0,0.0,0.0,0.0
#ass,0.0,0.0,0.48291021572521,0.0,0.0,0.0,0.0,1.59051518088405
#assad,0.0,0.0,0.0,1.54648849745577,0.0,0.0,0.0,0.0
#asshole,0.823779611379804,0.0,0.490457421360593,0.0,0.0,0.0,0.0,0.0
#assholes,0.999132498857665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#astonished,0.0,0.0,0.0,0.0,0.0,0.0,1.23393780061099,0.0
#at,0.266764605144438,0.0,0.215847430476165,0.565659244444041,0.0,0.0,0.0,0.0
#atpeace,0.0,0.0,0.0,0.0,2.05050079648854,0.0,0.0,0.0
#attack,0.0,0.0,0.0,1.81842221293941,0.0,0.0,0.0,0.0
#attacks,0.0,0.0,0.0,1.81842221293941,0.0,0.0,0.0,0.0
#attention,0.0,0.0,0.0,0.0,0.0,0.0,0.232489260396531,0.0
#attentionseeker,1.32455489929229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#attentionseekers,1.27576473512286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#attitude,0.994597343692274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#ausopen,0.0,0.0,0.0,0.0,0.0,0.0,0.925636440956477,0.0
#autism,0.0,0.0,0.0,0.710240473255149,0.0,0.0,0.0,2.21466948995705
#autismawareness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53497678972491
#autocorrect,1.0621906348248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#avengers,0.0,0.0,0.0,0.0,2.07297365234059,0.0,0.0,0.0
#avengers2,0.0,0.0,0.0,0.0,2.14581097629286,0.0,0.0,0.0
#aw,0.0,0.0,0.0,0.0,0.0,1.52743492028889,0.0,0.0
#awake,0.582617554562916,0.0,0.0,0.0,0.915520863649551,0.0,0.0,0.0
#awareness,0.0,0.98471512714192,0.0,0.0,0.0,0.0,0.0,2.3013619385434
#awe,0.0,0.0,0.0,0.0,0.0,0.0,1.07978712078373,0.0
#awed,0.0,0.0,0.0,0.0,0.0,0.0,1.4852522288919,0.0
#awesome,0.0,0.177454639814554,0.0,0.0,0.405511899790116,0.0,0.721009126648224,0.0
#awestruck,0.0,0.0,0.0,0.0,0.0,0.0,1.26210867757769,0.0
#awful,0.0,0.0,1.12256871133417,0.0,0.0,0.428822631620777,0.0,0.0
#awk,0.216892775104265,0.0,0.763812601191612,0.0,0.0,0.0,0.0,0.0
#awks,0.0799886980011035,0.0,0.637060895552468,0.0,0.0,0.0,0.135325511942884,0.0
#awkward,0.0,0.333927220421116,0.226776501008355,0.0,0.0,0.0,0.0989578677720087,0.0
#awkwardmoment,0.0,0.0,0.0,0.0,0.0,0.0,1.12857728495317,0.0
#aww,0.0,0.0,0.0,0.0,0.0,1.17075997635015,0.568961497017744,0.0
#baby,0.0,1.47337917910506,0.0,0.0,0.442773748458064,0.0,0.0,0.0
#babyloss,0.0,0.0,0.0,0.0,0.0,2.11522158519101,0.0,0.0
#bachelor,0.582617554562916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#backgroundcheck,1.42991541495012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#backoff,1.2963840223256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#backtrack,0.0,0.0,0.0,1.95195360556393,0.0,0.0,0.0,0.0
#bad,0.197771733657487,0.0,0.454739338758514,0.160194136335877,0.0,0.508865339294313,0.0,0.0
#badass,0.0085297340189584,0.0,0.0,0.376417244805513,0.0,0.0,0.826006600007635,0.0
#badday,0.369043454264856,0.0,0.0,0.0,0.0,1.44739221261535,0.0,0.0
#badfeeling,0.0,0.0,0.0,1.79780292573667,0.0,0.0,0.0,0.0
#badhabit,0.0,0.0,0.0,1.51012085328489,0.0,0.0,0.0,0.0
#badidea,0.0,0.0,0.0,0.0,0.0,0.0,1.14041174260017,0.0
#badinfluence,0.0,0.0,0.0,0.0,0.0,0.0,1.28458153342975,0.0
#badluck,0.859370556482506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#badmood,0.950342334688233,0.0,0.0,0.0,0.0,0.611144188414732,0.0,0.0
#badstudent,0.0,0.0,0.0,0.0,0.0,0.0,1.35172083626738,0.0
#baffled,0.0,0.0,0.0,0.0,0.0,0.0,1.01524859964616,0.0
#baghdad,0.0,0.0,0.0,1.95195360556393,0.0,0.0,0.0,0.0
#bahrain,0.0,0.0,0.0,1.36416694066181,0.0,0.0,0.0,0.0
#balance,0.0,0.0,0.0,0.0,1.70875150276648,0.0,0.0,1.69059863944104
#bang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.283662361444
#bank,0.0,1.98616366735638,0.0,0.0,0.0,0.0,0.0,0.0
#banks,0.0,2.1196950599809,0.0,0.0,0.0,0.0,0.0,0.0
#barf,0.0,0.0,1.59591124184542,0.0,0.0,0.0,0.0,0.0
#bargaining,1.17860098666921,0.0,0.0,0.0,0.0,0.0,0.0,2.43781304127126
#baseball,0.0,0.0,0.0,0.652670621433671,1.02315152784192,0.0,0.0,0.0
#basic,0.0,0.0,1.29384043194154,0.0,0.0,0.0,0.0,0.0
#basketball,0.0,0.0,0.0,0.0,0.558845919710818,0.744675581039254,0.0093457090823215,0.0
#bastards,1.0621906348248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#batman,0.0,0.0,0.0,0.0,0.0,0.0,0.866213020485676,0.0
#bbc,0.0,0.0,0.714021936688597,0.0,0.0,0.0,0.0,0.0
#bcs,0.0,1.7266524718713,0.0,0.0,0.0,0.0,0.0,0.0
#bday,0.0,0.0,0.0,0.0,1.18745457913319,0.0,0.658573655707431,0.0
#be,0.0,0.628040183203188,0.0,0.0,0.489853048223867,0.0,0.0,1.14422807825563
#beach,0.0,0.0,0.0,0.0,1.84983010102638,0.0,0.0,0.0
#bearhelp,0.0,0.0,0.0,1.95195360556393,0.0,0.0,0.0,0.0
#beast,0.631407718732348,0.0,0.0,0.0,0.0,0.0,0.686744532674128,0.0
#beastmode,0.944407599168418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#beautiful,0.0,0.0,0.0,0.0,1.18300022878381,0.0,0.741980661149385,0.0456157895875248
#beauty,0.0,0.0,0.0,0.0,1.49252839429684,0.0,0.0812582906726078,1.13098285150561
#bed,0.488932070485593,0.0,0.0,0.0,0.757296858434656,0.80959512713857,0.0,0.0
#bedtime,0.418314503271639,0.0,0.185075771809411,0.0,0.974361363672484,0.921299116718571,0.0,0.0
#beer,0.0,0.0,0.0,0.0,1.02315152784192,0.0,0.0,0.0
#behappy,0.0,0.0,0.0,0.0,1.5492446237387,0.0,0.0,0.0
#being,0.0,0.0,1.58682755662301,0.0,0.0,0.0,0.0,0.0
#belieber,0.0,0.0,0.0,0.0,0.0,0.0,0.504422975880173,0.0
#belief,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84182960916496
#believe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.30719285885419
#believeacoustic,0.0,0.466772035607066,0.0,0.586712653641874,0.0,0.0,0.813158457529786,0.0
#believetour,0.0,0.0,0.0,0.485616536770505,0.0,0.0,0.792105048331954,0.0
#believing,0.0,2.12625246052706,0.0,0.0,0.0,0.0,0.0,0.0
#bellend,1.42991541495012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#bellends,1.27576473512286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#bellletstalk,0.0,0.0,0.0,1.42132535450176,0.0,0.0,0.0,0.0
#benghazi,0.0,0.0,0.784696894358533,0.36498854898189,0.0,0.0,0.266011952435175,0.0
#bequiet,0.736768234390174,0.0,0.0,0.0,0.0,0.0,0.925636440956477,0.0
#bereavement,0.0,0.0,0.0,0.0,0.0,2.22058210084883,0.0,0.0
#best,0.0,0.0,0.0,0.0,0.915520863649551,0.0,0.743314884162522,0.0
#bestboyfriend,0.0,0.0,0.0,0.0,0.0,0.0,1.03326710514884,0.0
#bestboyfriendever,0.0,0.0,0.0,0.0,0.0,0.0,1.26210867757769,0.0
#bestdayever,0.0,0.0,0.0,0.0,1.5492446237387,0.0,0.0,0.0
#bestever,0.0,0.0,0.0,0.0,0.0,0.0,1.11752744876658,0.0
#bestfeeling,0.0,0.0,0.0,0.0,1.64219073624814,0.0,0.473651317213419,0.0
#bestfriend,0.0,0.0,0.0,0.0060434565086185,0.0888422904650827,0.0670325870152742,0.658573655707431,0.36852387105544
#bestfriends,0.0,0.0,0.0,0.0,1.06967154347681,0.156888916137135,0.232489260396531,1.03089939294863
#besties,0.0,0.0,0.0,0.0,1.39509394391144,0.0,0.0,0.0
#bestmemories2012,0.0,0.0,0.0,0.0,0.0,0.0,0.792105048331954,0.0
#bestmovie,0.0,0.0,0.0,0.0,0.0,0.0,1.4852522288919,0.0
#bestmovieever,0.0,0.0,0.0,0.0,0.0,0.0,1.19757015644012,0.0
#bestthingever,0.0,0.0,0.0,0.0,0.0,0.0,1.16679849777336,0.0
#betrayal,0.597006292015015,0.0,0.0,0.0,0.0,1.030998033975,0.0,1.34539272285107
#betrayed,0.582617554562916,0.0,0.48291021572521,0.0,0.0,1.19096268366767,0.0,0.0
#better,0.0,0.0,0.582993674282193,0.0,0.0,0.0,0.0,0.0
#beyonce,0.0,0.0,0.0,0.0,0.0,0.0,0.89746556398978,0.0
#bff,0.0,0.0,0.0,0.0,0.0,0.939648255386768,0.29962856323416,1.18505007277589
#bgt,0.0,0.0,0.0,0.0,0.0,0.0,1.4852522288919,0.0
#bible,0.0717919307969249,0.0,0.0,0.0,0.810160347991724,0.0,0.0,1.07968955711806
#big,0.0,0.0,0.0,0.0,0.0,0.0,0.435430104393222,0.0
#bigbangtheory,0.0,0.0,0.0,0.0,0.0,0.0,1.07978712078373,0.0
#bigday,0.0,0.0,0.0,1.95195360556393,0.0,0.0,0.0,0.0
#biggest,0.0,0.0,0.0,1.68958934109644,0.0,0.0,0.0,0.0
#biggestfear,0.0,0.0,0.0,1.95195360556393,0.0,0.0,0.0,0.0
#biggestpetpeeve,0.331303126282009,0.0,1.33020807611241,0.0,0.0,0.0,0.0,0.0
#bigot,0.0,0.0,1.73567318422058,0.0,0.0,0.0,0.0,0.0
#bigotry,0.0,0.0,1.73567318422058,0.0,0.0,0.0,0.0,0.0
#bills,0.0,0.0,0.0,0.0,0.0,1.2220532707377,0.0,0.0
#biology,0.0,0.0,1.17605739628516,0.0,0.0,0.0,0.0,0.0
#bipolar,0.412981157296277,0.0,0.0,1.23730021978302,0.109895699662915,0.567659076474993,0.0,0.0
#birds,0.890918914217432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#birmingham,0.0,0.0,0.0,1.51663553430609,0.0,0.0,0.0,0.0
#birthday,0.0,0.0,0.0,0.0,1.17092527718198,0.0,0.775575746380743,0.0
#bitch,0.70324554235153,0.0,0.808332616159838,0.0,0.0,0.0,0.0,0.0
#bitches,0.542612219949216,0.0,1.09968441750058,0.0,0.0,0.0,0.0,0.0
#bitching,1.42991541495012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#bitchmode,1.14223334249834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#bitchtweet,1.27576473512286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#bitchy,0.937438929852325,0.0,0.637060895552468,0.0,0.0,0.0,0.0,0.0
#bitter,0.854551270046557,0.0,0.531700379894642,0.0,0.0,0.141140559168996,0.0,0.0
#bitterness,0.944407599168418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#bittersweet,0.0,0.0,0.0,0.788802795758251,0.694978094035398,1.48487530587009,0.0,0.0
#black,0.0436210538302285,0.0,0.195228143273429,0.922334188382774,0.0,0.0,0.0,0.0
#blackfriday,0.0,0.0,0.0309250919821527,0.58367774994672,0.358175224248667,0.0050083848444158,0.0,0.0
#blackops,1.2963840223256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#blackops2,0.1081595749678,0.376725754922282,0.0,0.0,0.0,1.35835859024495,0.0,0.0
#blackout,0.0,0.0,0.0,1.33291439715771,0.0,0.0,0.0,0.0
#blacksheep,0.0,0.0,1.58152250439332,0.0,0.0,0.0,0.0,0.0
#blackwidow,1.42991541495012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#blah,0.262310254795058,0.0,0.637060895552468,0.0170932926952035,0.0,0.553985774574783,0.0,0.0
#bleh,0.294935482111135,0.0,0.48291021572521,0.0,0.0,0.0,0.0,0.0
#blessed,0.0,0.0,0.0,0.0,1.72541454180987,0.0,0.26007721691536,0.0
#blessing,0.0,0.0,0.0,0.0,1.79359038270351,0.0,0.0,0.0
#blessings,0.0,0.0,0.0,0.0,2.00794118206974,0.0,0.0,0.0
#bleugh,0.0,0.0,1.61789014856419,0.0,0.0,0.0,0.0,0.0
#bliss,0.0,0.0,0.0,0.0,2.04045046063503,0.0,0.0,0.0
#blissful,0.0,0.0,0.0,0.0,2.01413315231766,0.0,0.0,0.0
#blizzard,0.0,0.0,0.0,1.72881005424972,0.0,0.0,0.0,0.0
#blonde,0.0,0.0,0.0,0.0,0.0,0.0,0.999744413110199,0.0
#blood,0.380093290451441,0.0,0.0,1.15344590934616,0.0,0.0,0.0,0.0
#blownaway,0.0,0.0,0.0,0.0,0.0,0.0,1.26210867757769,0.0
#boak,0.0,0.0,1.60214179159606,0.0,0.0,0.0,0.0,0.0
#bodfortune,0.0,0.0,0.0,0.0,2.16828383214492,0.0,0.0,0.0
#boke,0.0,0.0,1.51252963290637,0.0,0.0,0.0,0.0,0.0
#bomb,0.0,0.0,0.0,1.34581780199362,0.0,0.0,0.0,0.0
#bombing,0.0,0.0,0.0,1.95195360556393,0.0,0.0,0.0,0.0
#bonding,0.0,0.0,0.0,0.0,1.79359038270351,0.0,0.0,0.0
#boo,0.331303126282009,0.0,0.490457421360593,0.0,0.0,1.0266596323764,0.0,0.0
#books,0.0,0.0,0.0,0.0,1.06967154347681,0.0,0.0,0.0
#boom,0.0,0.0,0.0,0.0,0.869000848014658,0.0,0.553694024886956,0.0
#bored,0.0,0.0,0.0,0.0557268766552656,0.0,0.342054949039567,0.359464354844825,0.0
#boredom,0.0799886980011035,0.0,0.231595787444304,0.0,0.0,0.716504704072558,0.135325511942884,0.0
#boreoff,0.999132498857665,0.0,0.531700379894642,0.0,0.0,0.0,0.0,0.0
#boring,0.162069204243423,0.0,0.446320768292918,0.0,0.0,0.280642118780022,0.0,0.0
#bork,0.0,0.0,1.58152250439332,0.0,0.0,0.0,0.0,0.0
#boss,0.177152446454751,0.0,0.0,0.0,0.0,0.0,0.232489260396531,0.0
#boston,0.0,0.0,0.0,1.25880642500399,0.0,0.0,0.0,0.0
